id,title,url,image_url,local_image,prompt,score,scraped_at,scored_at
2315,Ultra-Realistic Fashion Studio Portrait,https://uniform.wingzero.tw/zh-TW/ai-photo/2315,https://farm66.static.flickr.com/65535/55000945390_f6be93c0b6_b.jpg,2315_Ultra-Realistic Fashion Studio.jpg,"{
  ""image_prompt"": {
    ""reference"": {
      ""source"": ""uploaded image"",
      ""identity_lock"": true,
      ""face_accuracy"": ""exact"",
      ""instructions"": ""Use the uploaded image as the sole reference for the character. Maintain the exact same person, face, and facial proportions. Do not alter facial features, age, or identity.""
    },
    ""subject"": {
      ""type"": ""person from uploaded image"",
      ""expression"": ""calm and composed"",
      ""gaze"": ""looking slightly to the side"",
      ""posture"": {
        ""position"": ""sitting confidently on a black steel stool"",
        ""view"": ""full-body""
      }
    },
    ""outfit"": {
      ""shirt"": ""white dress shirt slightly unbuttoned at the top"",
      ""trousers"": ""black formal trousers"",
      ""shoes"": ""black loafers"",
      ""jacket"": ""black suit jacket folded over one arm""
    },
    ""environment"": {
      ""setting"": ""professional studio"",
      ""background"": ""clean gray-to-white gradient"",
      ""spotlight_effect"": ""circular spotlight behind the subject""
    },
    ""lighting"": {
      ""type"": ""soft spotlight"",
      ""style"": ""cinematic and focused"",
      ""contrast"": ""sharp yet elegant""
    },
    ""style"": {
      ""resolution"": ""high-resolution"",
      ""aesthetic"": ""fashion editorial style"",
      ""realism"": ""ultra-realistic"",
      ""depth_of_field"": ""shallow"",
      ""details"": ""natural skin texture, true-to-life lighting and materials""
    }
  }
}",9.5,2025-12-26T10:16:19.972443,2025-12-26T13:54:43.761506
2314,"A cozy indoor portrait of a woman sitting at a table, holding a cup of coffee and resting her face on her handThe atmosphere feels warm and intimate",https://uniform.wingzero.tw/zh-TW/ai-photo/2314,https://farm66.static.flickr.com/65535/55000899989_433816d086_b.jpg,2314_A cozy indoor portrait of a wo.jpg,"Maintain the exact same person and face (use the attached reference photo for precise facial accuracy). Preserve all facial features without alteration. Create a hyper-realistic, high-definition portrait with natural skin texture and true-to-life details.
A cozy indoor portrait of a woman sitting at a table, holding a cup of coffee and resting her face on her handThe atmosphere feels warm and intimate. The scene is enhanced with playful hand-drawn cartoon doodles: a cute cartoon cat jumping excitedly beside her, illustrated cat ears drawn on her head, whimsical white sketch lines, bubbles, sparkles, and subtle motion accents.
In the foreground, a kawaii-style smiling cartoon coffee mug with foam is illustrated alongside a small dessert plate with cake and fruit. Soft, warm natural daylight fills the scene, creating a relaxed and inviting mood. Ultra-realistic photography style, shallow depth of field, cinematic lighting, high detail..",9.0,2025-12-26T10:16:21.543790,2025-12-26T13:55:11.329230
2313,"Floating black lace bra, matching black lace thong, and black stockings are arranged in the pose of a person kneeling on a soft, messy bed",https://uniform.wingzero.tw/zh-TW/ai-photo/2313,https://farm66.static.flickr.com/65535/55000633485_75902229b9_b.jpg,"2313_Floating black lace bra, match.jpg","{
  ""subject"": {
    ""description"": ""A set of floating lingerie pieces forming a matching black lace set, including a black lace bra, black lace thong, and black stockings, arranged to imply the presence of a completely invisible person kneeling on a bed. There is no visible body; only empty space exists where the body should be, against the backdrop of a sunlit city view."",
    ""age"": ""early 20s (implied)"",
    ""expression"": {
      ""overall"": ""Anonymity is conveyed by a floating smartphone, positioned where a face would be, obscuring the empty space.""
    },
    ""body"": {
      ""frame"": ""No physical frame exists. The shape is an illusion created by the placement of floating lingerie in mid-air."",
      ""waist"": ""The concept of a waist is suggested by the empty space between the floating black lace bra and the matching black lace thong."",
      ""chest"": ""Completely empty space, defined only by the floating black lace bra."",
      ""legs"": ""The position of invisible, non-existent legs is outlined by floating black sheer stockings that rise up the thigh."",
      ""skin"": {
        ""visible_areas"": ""None. The area is pure empty space."",
        ""tone"": ""None. Transparent empty air."",
        ""texture"": ""None."",
        ""lighting_effect"": ""Sunlight passes directly through the empty space where the body would be.""
      }
    },
    ""pose"": {
      ""position"": ""A floating black lace bra, matching black lace thong, and black stockings are arranged in the pose of a person kneeling on a soft, messy bed."",
      ""base"": ""A floating black smartphone is held up in the empty space where a face would be, as if held by an invisible hand."",
      ""overall"": ""An impossible, surreal self-portrait made of floating items, implying a person who is not there.""
    }
  },

  ""clothing"": {
    ""top"": {
      ""type"": ""lace bra"",
      ""color"": ""black"",
      ""details"": ""Matching black lace bra with intricate floral lace patterns, fine mesh sections, thin straps, and elegant detailing, floating perfectly in mid-air as if worn by an invisible figure."",
      ""effect"": ""Softly illuminated by warm golden hour light, highlighting the lace texture and depth.""
    },
    ""bottom"": {
      ""type"": ""lace thong"",
      ""color"": ""black"",
      ""details"": ""Matching black lace thong made from the same floral lace pattern as the bra, perfectly aligned and suspended in place with only empty space inside.""
    },
    ""hosiery"": {
      ""type"": ""sheer thigh-high stockings"",
      ""color"": ""black"",
      ""details"": ""Floating in place, outlining the shape of invisible legs, with a delicate lace band at the top that complements the lingerie set."",
      ""effect"": ""The sheer material subtly catches the light, contrasting with the empty space within.""
    }
  },

  ""accessories"": {
    ""device"": ""A black smartphone with a prominent camera module, floating in the air where a hand would hold it for a selfie.""
  },

  ""constraints"": {
    ""must_keep"": [
      ""completely invisible body (only empty space)"",
      ""matching black lace bra and lace thong set"",
      ""floating black sheer stockings"",
      ""floating smartphone obscuring the face area"",
      ""arrangement of objects in a kneeling pose on a white bed"",
      ""city view through window"",
      ""strong golden hour lighting""
    ],
    ""avoid"": [
      ""any visible human form or skin"",
      ""glass figure, crystal figure, water figure"",
      ""mannequin, doll, sculpture"",
      ""refractive or solid transparent body"",
      ""apple""
    ]
  },

  ""negative_prompt"": [
    ""apple"",
    ""fruit"",
    ""mannequin"",
    ""doll"",
    ""sculpture"",
    ""glass"",
    ""plastic"",
    ""crystal"",
    ""visible body"",
    ""visible skin"",
    ""visible face"",
    ""refractive body"",
    ""translucent figure"",
    ""human form"",
    ""cartoon"",
    ""blurry""
  ],{
   ""aspect ratio"": ""3:4""
}
}",9.5,2025-12-26T10:16:23.240183,2025-12-26T13:56:17.927595
2312,透明人自拍,https://uniform.wingzero.tw/zh-TW/ai-photo/2312,https://farm66.static.flickr.com/65535/55000492548_aebc3cd639_b.jpg,2312_透明人自拍.jpg,"{
  ""subject"": {
    ""description"": ""A set of floating clothes, including a white shirt, black thong, and black stockings, arranged to imply the presence of a completely invisible person kneeling on a bed. There is no visible body; only empty space exists where the body should be, against the backdrop of a sunlit city view."",
    ""age"": ""early 20s (implied)"",
    ""expression"": {
      ""overall"": ""Anonymity is conveyed by a floating smartphone, positioned where a face would be, obscuring the empty space.""
    },
    ""body"": {
      ""frame"": ""No physical frame exists. The shape is an illusion created by the placement of floating clothes in mid-air."",
      ""waist"": ""The concept of a waist is suggested by the empty space between the floating white shirt and the floating black thong."",
      ""chest"": ""Completely empty space."",
      ""legs"": ""The position of invisible, non-existent legs is outlined by floating black sheer stockings that rise up the thigh."",
      ""skin"": {
        ""visible_areas"": ""None. The area is pure empty space."",
        ""tone"": ""None. Transparent empty air."",
        ""texture"": ""None."",
        ""lighting_effect"": ""Sunlight passes directly through the empty space where the body would be.""
      }
    },
    ""pose"": {
      ""position"": ""A floating white shirt, black thong, and black stockings are arranged in the pose of a person kneeling on a soft, messy bed."",
      ""base"": ""A floating black smartphone is held up in the empty space where a face would be, as if held by an invisible hand."",
      ""overall"": ""An impossible, surreal self-portrait made of floating items, implying a person who is not there.""
    }
  },

  ""clothing"": {
    ""top"": {
      ""type"": ""blouse, tied at the front"",
      ""color"": ""white"",
      ""details"": ""Voluminous, puffy sleeves with ruffled cuffs, lightweight fabric like cotton or linen, floating perfectly in mid-air as if worn by an invisible figure."",
      ""effect"": ""softly illuminated by golden light""
    },
    ""bottom"": {
      ""type"": ""string thong"",
      ""color"": ""black"",
      ""details"": ""Suspended perfectly in place as if worn, but with only empty space inside it.""
    },
    ""hosiery"": {
      ""type"": ""sheer thigh-high stockings"",
      ""color"": ""black"",
      ""details"": ""Floating in place, outlining the shape of invisible legs, with a delicate lace band at the top."",
      ""effect"": ""The sheer material catches the light subtly, contrasting with the empty space within.""
    }
  },

  ""accessories"": {
    ""device"": ""A black smartphone with a prominent camera module, floating in the air where a hand would hold it for a selfie.""
  },

  ""constraints"": {
    ""must_keep"": [
      ""completely invisible body (only empty space)"",
      ""floating white tied-front shirt"",
      ""floating black thong"",
      ""floating black sheer stockings"",
      ""floating smartphone obscuring the face area"",
      ""arrangement of objects in a kneeling pose on a white bed"",
      ""city view through window"",
      ""strong golden hour lighting""
    ],
    ""avoid"": [
      ""any visible human form or skin"",
      ""glass figure, crystal figure, water figure"",
      ""mannequin, doll, sculpture"",
      ""refractive or solid transparent body"",
      ""apple""
    ]
  }
}",9.5,2025-12-26T10:16:25.168529,2025-12-26T13:57:00.254548
2311,透明人自拍,https://uniform.wingzero.tw/zh-TW/ai-photo/2311,https://farm66.static.flickr.com/65535/55000586364_c3581bb506_b.jpg,2311_透明人自拍.jpg,"{
  ""subject"": {
    ""description"": ""A set of floating clothes, including a white shirt, black thong, and black stockings, arranged to imply the presence of a completely invisible person kneeling on a bed. There is no visible body; only empty space exists where the body should be, against the backdrop of a sunlit city view."",
    ""age"": ""early 20s (implied)"",
    ""expression"": {
      ""overall"": ""Anonymity is conveyed by a floating smartphone, positioned where a face would be, obscuring the empty space.""
    },
    ""body"": {
      ""frame"": ""No physical frame exists. The shape is an illusion created by the placement of floating clothes in mid-air."",
      ""waist"": ""The concept of a waist is suggested by the empty space between the floating white shirt and the floating black thong."",
      ""chest"": ""Completely empty space."",
      ""legs"": ""The position of invisible, non-existent legs is outlined by floating black sheer stockings that rise up the thigh."",
      ""skin"": {
        ""visible_areas"": ""None. The area is pure empty space."",
        ""tone"": ""None. Transparent empty air."",
        ""texture"": ""None."",
        ""lighting_effect"": ""Sunlight passes directly through the empty space where the body would be.""
      }
    },
    ""pose"": {
      ""position"": ""A floating white shirt, black thong, and black stockings are arranged in the pose of a person kneeling on a soft, messy bed."",
      ""base"": ""A floating black smartphone is held up in the empty space where a face would be, as if held by an invisible hand."",
      ""overall"": ""An impossible, surreal self-portrait made of floating items, implying a person who is not there.""
    }
  },

  ""clothing"": {
    ""top"": {
      ""type"": ""blouse, tied at the front"",
      ""color"": ""white"",
      ""details"": ""Voluminous, puffy sleeves with ruffled cuffs, lightweight fabric like cotton or linen, floating perfectly in mid-air as if worn by an invisible figure."",
      ""effect"": ""softly illuminated by golden light""
    },
    ""bottom"": {
      ""type"": ""string thong"",
      ""color"": ""black"",
      ""details"": ""Suspended perfectly in place as if worn, but with only empty space inside it.""
    },
    ""hosiery"": {
      ""type"": ""sheer thigh-high stockings"",
      ""color"": ""black"",
      ""details"": ""Floating in place, outlining the shape of invisible legs, with a delicate lace band at the top."",
      ""effect"": ""The sheer material catches the light subtly, contrasting with the empty space within.""
    }
  },

  ""accessories"": {
    ""device"": ""A black smartphone with a prominent camera module, floating in the air where a hand would hold it for a selfie.""
  },

  ""constraints"": {
    ""must_keep"": [
      ""completely invisible body (only empty space)"",
      ""floating white tied-front shirt"",
      ""floating black thong"",
      ""floating black sheer stockings"",
      ""floating smartphone obscuring the face area"",
      ""arrangement of objects in a kneeling pose on a white bed"",
      ""city view through window"",
      ""strong golden hour lighting""
    ],
    ""avoid"": [
      ""any visible human form or skin"",
      ""glass figure, crystal figure, water figure"",
      ""mannequin, doll, sculpture"",
      ""refractive or solid transparent body"",
      ""apple""
    ]
  }
}",9.5,2025-12-26T10:16:28.064914,2025-12-26T13:57:36.158188
2310,玩飛行傘自拍,https://uniform.wingzero.tw/zh-TW/ai-photo/2310,https://farm66.static.flickr.com/65535/55000576054_4d9443d26e_b.jpg,2310_玩飛行傘自拍.jpg,"{
  ""generation_request"": {
    ""subject_reference"": {
      ""reference_image"": ""uploaded_image"",
      ""gender"": ""Female"",
      ""identity_lock"": true,
      ""facial_preservation"": ""Exact match to the uploaded reference image. Preserve face shape, eyes, nose, lips, skin tone, and overall facial proportions. No stylization, no identity alteration.""
    },
    ""prompts"": {
      ""positive_prompt"": ""High-resolution aerial action photography of the woman from the uploaded reference image paragliding. Low-angle wide-angle selfie shot captured via a selfie stick held in her left hand. Her face and identity must exactly match the uploaded image. She is suspended in a professional paragliding harness with legs freely dangling. Clothing is realistic and natural for the scene (can follow the uploaded image style or be adapted for paragliding if required). Her right hand grips the paragliding control handle. The background shows an expansive tropical coastline with deep turquoise ocean and clear blue sky. Bright natural daylight, sharp focus, hyper-realistic skin texture, cinematic composition, dynamic motion, true-to-life proportions."",
      ""negative_prompt"": ""CG, 3d render, anime, cartoon, painting, drawing, illustration, stylized face, altered identity, different person, distorted facial features, bad anatomy, deformed hands, missing fingers, helmet, sunglasses, cloudy lighting, dark scene, blurry, noise, grain, low resolution""
    },
    ""scene_details"": {
      ""camera_angle"": ""Low perspective, wide-angle, looking up from selfie stick"",
      ""lighting"": ""Bright natural daylight, hard sunlight"",
      ""pose_constraints"": {
        ""left_hand"": ""Holding selfie stick pointed toward self"",
        ""right_hand"": ""Holding paragliding control handle"",
        ""legs"": ""Dangling freely""
      }
    },
    ""technical_settings"": {
      ""aspect_ratio"": ""3:4"",
      ""style"": ""Ultra-realistic, raw photography""
    }
  }
}",9.5,2025-12-26T10:16:30.156076,2025-12-26T13:57:49.402004
2309,制服女高中生,https://uniform.wingzero.tw/zh-TW/ai-photo/2309,https://farm66.static.flickr.com/65535/54999614205_f87c795a05_b.jpg,2309_制服女高中生.jpg,一名年輕日本女性側坐在戶外石階上，穿著白色短袖襯衫與高腰格紋百褶裙，深色長髮微捲並有齊瀏海，身體側向鏡頭，回眸凝視，表情溫柔自然，一手支撐身體一手輕觸頭側，日系校園風格，自然光逆光拍攝，柔和光線，淺景深，背景虛化，清新、唯美、青春感人像攝影，高解析度，寫真風格,9.5,2025-12-26T10:16:32.440206,2025-12-26T13:57:59.801784
2308,雙手抱著書本於胸前，站姿端正，表情溫和,https://uniform.wingzero.tw/zh-TW/ai-photo/2308,https://farm66.static.flickr.com/65535/54999097856_99969002f0_b.jpg,2308_雙手抱著書本於胸前，站姿端正，表情溫和.jpg,雙手抱著書本於胸前，站姿端正，表情溫和,6.5,2025-12-26T10:16:34.161153,2025-12-26T13:58:11.649751
2307,單腳微抬，身體前傾，雙手在身旁自然擺動,https://uniform.wingzero.tw/zh-TW/ai-photo/2307,https://farm66.static.flickr.com/65535/54998213872_237402e4b7_b.jpg,2307_單腳微抬，身體前傾，雙手在身旁自然擺動.jpg,單腳微抬，身體前傾，雙手在身旁自然擺動,7.0,2025-12-26T10:16:36.830782,2025-12-26T13:58:27.490331
2306,雙手在背後跳躍落地的瞬間姿勢,https://uniform.wingzero.tw/zh-TW/ai-photo/2306,https://farm66.static.flickr.com/65535/54998213867_364acf3666_b.jpg,2306_雙手在背後跳躍落地的瞬間姿勢.jpg,雙手在背後跳躍落地的瞬間姿勢,6.5,2025-12-26T10:16:39.311692,2025-12-26T13:58:48.455631
2305,撐著雨傘站立，微微低頭看雨,https://uniform.wingzero.tw/zh-TW/ai-photo/2305,https://farm66.static.flickr.com/65535/54999403555_8572ff2bf5_b.jpg,2305_撐著雨傘站立，微微低頭看雨.jpg,撐著雨傘站立，微微低頭看雨,7.0,2025-12-26T10:16:42.083538,2025-12-26T13:59:03.500462
2304,瑞巖寺,https://uniform.wingzero.tw/zh-TW/ai-photo/2304,https://farm66.static.flickr.com/65535/54999303044_97265c32a7_b.jpg,2304_瑞巖寺.jpg,,,2025-12-26T10:16:47.763007,
2303,瑞巖寺,https://uniform.wingzero.tw/zh-TW/ai-photo/2303,https://farm66.static.flickr.com/65535/54999042751_4bf536f938_b.jpg,2303_瑞巖寺.jpg,,,2025-12-26T10:16:53.546754,
2302,藏王狐狸村,https://uniform.wingzero.tw/zh-TW/ai-photo/2302,https://farm66.static.flickr.com/65535/54999314030_406042865b_b.jpg,2302_藏王狐狸村.jpg,藏王狐狸村,6.5,2025-12-26T10:16:56.776551,2025-12-26T13:59:16.795783
2301,藏王狐狸村,https://uniform.wingzero.tw/zh-TW/ai-photo/2301,https://farm66.static.flickr.com/65535/54999179688_ce17acb4a3_b.jpg,2301_藏王狐狸村.jpg,藏王狐狸村,6.5,2025-12-26T10:16:58.978118,2025-12-26T13:59:21.398856
2300,藏王狐狸村,https://uniform.wingzero.tw/zh-TW/ai-photo/2300,https://farm66.static.flickr.com/65535/54999269184_d32cb2bbc6_b.jpg,2300_藏王狐狸村.jpg,藏王狐狸村,6.5,2025-12-26T10:17:01.678602,2025-12-26T13:59:49.680951
2299,藏王狐狸村,https://uniform.wingzero.tw/zh-TW/ai-photo/2299,https://farm66.static.flickr.com/65535/54998124852_e0a57311be_b.jpg,2299_藏王狐狸村.jpg,藏王狐狸村,6.5,2025-12-26T10:17:04.229511,2025-12-26T14:00:09.815690
2298,圓通院,https://uniform.wingzero.tw/zh-TW/ai-photo/2298,https://farm66.static.flickr.com/65535/54999269249_992870776f_b.jpg,2298_圓通院.jpg,,,2025-12-26T10:17:12.337345,
2297,圓通院,https://uniform.wingzero.tw/zh-TW/ai-photo/2297,https://farm66.static.flickr.com/65535/54999179788_e9d5e8cab0_b.jpg,2297_圓通院.jpg,,,2025-12-26T10:17:18.281121,
2296,圓通院,https://uniform.wingzero.tw/zh-TW/ai-photo/2296,https://farm66.static.flickr.com/65535/54999008396_241525cc82_b.jpg,2296_圓通院.jpg,,,2025-12-26T10:17:26.646627,
2295,松島,https://uniform.wingzero.tw/zh-TW/ai-photo/2295,https://farm66.static.flickr.com/65535/54999269259_e451628f17_b.jpg,2295_松島.jpg,,,2025-12-26T10:17:31.773367,
2294,松島,https://uniform.wingzero.tw/zh-TW/ai-photo/2294,https://farm66.static.flickr.com/65535/54999008431_4ae592a1be_b.jpg,2294_松島.jpg,,,2025-12-26T10:17:37.002150,
2293,定禪寺通,https://uniform.wingzero.tw/zh-TW/ai-photo/2293,https://farm66.static.flickr.com/65535/54998124947_5bc148fd39_b.jpg,2293_定禪寺通.jpg,定禪寺通,3.0,2025-12-26T10:17:39.854638,2025-12-26T14:00:44.994243
2292,定禪寺通,https://uniform.wingzero.tw/zh-TW/ai-photo/2292,https://farm66.static.flickr.com/65535/54999179908_523ecfe858_b.jpg,2292_定禪寺通.jpg,定禪寺通,3.0,2025-12-26T10:17:43.243487,2025-12-26T14:00:56.358459
2291,定禪寺通,https://uniform.wingzero.tw/zh-TW/ai-photo/2291,https://farm66.static.flickr.com/65535/54998124982_c89b294ce1_b.jpg,2291_定禪寺通.jpg,定禪寺通,3.0,2025-12-26T10:17:45.325812,2025-12-26T14:01:00.801354
2290,白石城,https://uniform.wingzero.tw/zh-TW/ai-photo/2290,https://farm66.static.flickr.com/65535/54999269359_f61c1108bd_b.jpg,2290_白石城.jpg,,,2025-12-26T10:17:50.742538,
2289,白石城,https://uniform.wingzero.tw/zh-TW/ai-photo/2289,https://farm66.static.flickr.com/65535/54999269349_e760d0fe3c_b.jpg,2289_白石城.jpg,,,2025-12-26T10:17:56.469321,
2288,白石城,https://uniform.wingzero.tw/zh-TW/ai-photo/2288,https://farm66.static.flickr.com/65535/54998125012_0ff2e0f60e_b.jpg,2288_白石城.jpg,,,2025-12-26T10:18:02.133415,
2287,白石城,https://uniform.wingzero.tw/zh-TW/ai-photo/2287,https://farm66.static.flickr.com/65535/54999269244_5c4fd8529f_b.jpg,2287_白石城.jpg,,,2025-12-26T10:18:06.745819,
2286,絕對領域,https://uniform.wingzero.tw/zh-TW/ai-photo/2286,https://farm66.static.flickr.com/65535/54999082964_a10f1919ae_b.jpg,2286_絕對領域.jpg,絕對領域,4.0,2025-12-26T10:18:09.197391,2025-12-26T14:01:05.389450
2285,聖誕節,https://uniform.wingzero.tw/zh-TW/ai-photo/2285,https://farm66.static.flickr.com/65535/54997937057_eeafb74836_b.jpg,2285_聖誕節.jpg,,,2025-12-26T10:18:15.661803,
2284,聖誕快樂,https://uniform.wingzero.tw/zh-TW/ai-photo/2284,https://farm66.static.flickr.com/65535/54998907518_391cd76bc9_b.jpg,2284_聖誕快樂.jpg,聖誕快樂,3.0,2025-12-26T10:18:18.632818,2025-12-26T14:01:28.732602
2283,聖誕裝,https://uniform.wingzero.tw/zh-TW/ai-photo/2283,https://farm66.static.flickr.com/65535/54998905128_1605d9f3ed_b.jpg,2283_聖誕裝.jpg,,,2025-12-26T10:18:23.060675,
2282,Sailor Venus bedroom,https://uniform.wingzero.tw/zh-TW/ai-photo/2282,https://farm66.static.flickr.com/65535/54998803698_5479c30edb_b.jpg,2282_Sailor Venus bedroom.jpg,"isometric interior design of a kawaii [Sailor Venus] bedroom, pastel colors, cute and dreamy, [character] [doing a simple action or pose inside the room], themed furniture and decorations inspired by the character’s universe, 3d render, detailed miniatures, soft gradients, detailed miniature models, cute cartoon",8.0,2025-12-26T10:18:25.167930,2025-12-26T14:01:54.789196
2281,Sailor Moon bedroom,https://uniform.wingzero.tw/zh-TW/ai-photo/2281,https://farm66.static.flickr.com/65535/54998627866_04fa3c4041_b.jpg,2281_Sailor Moon bedroom.jpg,"isometric interior design of a kawaii [Sailor Moon] bedroom, pastel colors, cute and dreamy, [character] [doing a simple action or pose inside the room], themed furniture and decorations inspired by the character’s universe, 3d render, detailed miniatures, soft gradients, detailed miniature models, cute cartoon",8.0,2025-12-26T10:18:26.935984,2025-12-26T14:02:33.892396
